"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","videoLink","document1","document1Name","document2","document2Name","amenities","featured","googleMapsUrl"
"259","Remodeled 3BR/2BA Ski Chalet off Tyro Slope","remodeled-3br-2ba-ski-chalet-off-tyro-slope","Whole House Rentals","stay","Wintergreen Resort","Remodeled 3BR/2BA Ski Chalet off Tyro Slope offers ski-in/out access, gourmet kitchen, heated bathroom floors, wraparound deck, and parking for three. This quaint remodeled Austrian styled 3BR/2BA ski chalet just one row off the Tyro Slopes.","","","https://ik.imagekit.io/OE/nelson-county/listings/remodeled-3br-2ba-ski-chalet-off-tyro-slope-image1_LCLwq3hm9","Snow-covered houses and trees under clear blue sky seen from wooden balcony.","","https://ik.imagekit.io/OE/nelson-county/listings/remodeled-3br-2ba-ski-chalet-off-tyro-slope-image2_QCtdVvK3L","Blue sectional sofa with patterned cushions in a cozy living room.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Skiing; Outdoor Seating; Scenic Views; Full Kitchen; Pet Friendly; Parking; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"260","Three Springs Myndus","three-springs-myndus","Cabins & Cottages","stay","Lovingston","Three Springs Myndus is a three-bedroom mountain home on a 100-acre property with high-speed internet, whirlpool tub, wildlife viewing, and EV charging along the Nelson craft beverage trail. Larger parties, see the Three Springs Plus listing.","","","https://ik.imagekit.io/OE/nelson-county/listings/three-springs-myndus-image1_iRtwAxful","House with gray siding, surrounded by trees, gravel driveway, and green hills.","","https://ik.imagekit.io/OE/nelson-county/listings/three-springs-myndus-image2_L3FPHzVZW","Cozy living room with sofas, fireplace, TV, and round coffee table.","","","","","","","Arrington, VA 22922","josh","","","https://www.google.com/maps/dir/?api=1&destination=Arrington%2C%20VA%2022922","","","","","","Outdoor Seating; Parking; EV Charging; Breakfast; Cabins; Lodging; Swimming Pool","false","https://www.google.com/maps/dir/?api=1&destination=Arrington%2C%20VA%2022922"
"261","Lovingston Get-Away","lovingston-get-away","Cabins & Cottages","stay","Lovingston","Discover the charm of Lovingston Get-Away, a two-bedroom home nestled in the historic district of Lovingston, VA. With a fully equipped kitchen and a cozy living room, this inviting retreat is just steps from Front Street, where you can explore local shops, dining, and a self-guided village tour. Perfectly positioned near renowned wineries, breweries, and the Wintergreen Ski Resort, Lovingston is a haven for outdoor enthusiasts and history lovers alike, featuring attractions like Crabtree Falls and the scenic Blue Ridge Parkway. Experience the beauty of each season, from vibrant fall foliage to winter wonderlands, making Lovingston Get-Away your ideal destination for relaxation and adventure.","","","https://ik.imagekit.io/OE/nelson-county/listings/lovingston-get-away-image1_S53B0Y9fZ","Red umbrella on wooden deck, surrounded by leafy green trees, sunny day.","","https://ik.imagekit.io/OE/nelson-county/listings/lovingston-get-away-image2_j5M7fMRLj","Blue couch with striped pillows, brown chair, lamp, and potted plant nearby.","","","","","","","Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949","","","","","","Tours; Full Kitchen; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949"
"262","Rock-n-Creek Cabin","rock-n-creek-cabin","Cabins & Cottages","stay","Montebello","Rock-n-Creek Cabin is a spacious log lodge atop Whetstone Ridge with multiple porches, stone fire pit, three bedrooms plus loft, and scenic river branches on-site. Rock-n-Creek Cabin offers the comforts of country living with all modern amenities.","","","https://ik.imagekit.io/OE/nelson-county/listings/rock-n-creek-cabin-image1_wg6J4o7KB","Wooden cabin porch with blue chairs, small plants, and log pile.","","https://ik.imagekit.io/OE/nelson-county/listings/rock-n-creek-cabin-image2_Kf2NxFyXJ","Cozy living room with floral chair, armchair, and patterned rug.","","","","","","(434) 299-6143","2307 Whetstone Ridge Road, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=2307%20Whetstone%20Ridge%20Road%2C%20Roseland%2C%20VA%2022967","","","","","","Cabins; Scenic Views; Breakfast; Pet Friendly; Lodging; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=2307%20Whetstone%20Ridge%20Road%2C%20Roseland%2C%20VA%2022967"
"263","The Branch at Afton Mountain Retreat","the-branch-at-afton-mountain-retreat","Whole House Rentals","stay","Afton","The Branch at Afton Mountain Retreat is a remodeled three-bedroom home with screened porch fireplace, pet-friendly policy for hypoallergenic dogs, and location across from Veritas.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-branch-at-afton-mountain-retreat-image1_2evspjhBj","White house with porch, brown roof, green lawn, beside trees under clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/the-branch-at-afton-mountain-retreat-image2_rEDPzVQfA","Modern living room with gray sofas, round wooden table, and patterned rug.","","","","","","","1220 Fox Ridge Lane, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=1220%20Fox%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920","","","","","","Wine; Outdoor Seating; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=1220%20Fox%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920"
"264","The Bungalow at Afton Mountain Retreat","the-bungalow-at-afton-mountain-retreat","Whole House Rentals","stay","Afton","The Bungalow at Afton Mountain Retreat is a renovated 1930s Sears Roebuck home with open concept living, marble bath, kid playroom, and mountain views over Veritas.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-bungalow-at-afton-mountain-retreat-image1_KbFZ0ogMN","House with blue siding, front porch, grassy yard, and surrounding trees.","","https://ik.imagekit.io/OE/nelson-county/listings/the-bungalow-at-afton-mountain-retreat-image2_Cx7Zyne7u","Modern kitchen with island, pendant lights, and dining area in natural light.","","","","","","","1230 Fox Ridge Lane, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=1230%20Fox%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920","","","","","","Wine; Scenic Views; Full Kitchen; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=1230%20Fox%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920"
"265","Avon Hill","avon-hill","Whole House Rentals","stay","Howardsville","Avon Hill is a 100-acre Rockfish River estate with multiple lodging buildings, boxwood gardens, pool, and Bruce's Barn event venue for weddings and retreats. For 150 and makes the perfect setting for your destination wedding.","","","https://ik.imagekit.io/OE/nelson-county/listings/avon-hill-image1_rNbvnZUhM","White house with brick chimney, black roof, garden, and blue sky backdrop.","","https://ik.imagekit.io/OE/nelson-county/listings/avon-hill-image2_Evb2hT3rc","Living room with black sofas, brick fireplace, and dining area in background.","","","","","","(434) 361-2519","289 Avon Road, Howardsville, VA 24562","josh","","","https://www.google.com/maps/dir/?api=1&destination=289%20Avon%20Road%2C%20Howardsville%2C%20VA%2024562","","","","","","Lodging; Pool; Events; Pet Friendly; Cabins; Water Sports; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=289%20Avon%20Road%2C%20Howardsville%2C%20VA%2024562"
"266","A Nellysford Nest","a-nellysford-nest","Cabins & Cottages","stay","Nellysford","For the 3 upstairs bedrooms: the first features a king bed, the second features 2 queen beds, and the third features a twin-over-full bunk bed.","","","https://ik.imagekit.io/OE/nelson-county/listings/a-nellysford-nest-image1_YuP0qNW9W","Blue house surrounded by forest, with gravel path and garden.","","https://ik.imagekit.io/OE/nelson-county/listings/a-nellysford-nest-image2_DsD58414v","Spacious living room with leather sectional, wooden floor, and large wall-mounted TV.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","","","","","","Outdoor Seating; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"267","Love Ridge Mountain Lodging","love-ridge-mountain-lodging","Cabins & Cottages","stay","Lyndhurst","Love Ridge Mountain Lodging offers mountain cabins and wooded campsites at 2,800 feet with birding trails, hot tub, game shed, and Blue Ridge Parkway access. Escape to the heart of Virginia’s Blue Ridge Mountains and immerse yourself in nature.","","","https://ik.imagekit.io/OE/nelson-county/listings/love-ridge-mountain-lodging-image1_aUavRAzUY","Two illuminated cabins on stilts surrounded by trees in twilight.","","https://ik.imagekit.io/OE/nelson-county/listings/love-ridge-mountain-lodging-image2_iYHKvRRV9","Cozy living room with brown leather couch, wooden furniture, and kitchen area.","","https://ik.imagekit.io/OE/nelson-county/listings/love-ridge-mountain-lodging-image3_fVzOXzzh8","Spacious living room with sunlight, large windows, and cozy beige sectional sofa.","","","(434) 299-5228","31 Woodridge Trail, Lyndhurst, VA 22952","josh","","","https://www.google.com/maps/dir/?api=1&destination=31%20Woodridge%20Trail%2C%20Lyndhurst%2C%20VA%2022952","","","","","","Cabins; Full Service Resort; Lodging; Meeting Planners; Pet Friendly; Scenic Views","false","https://www.google.com/maps/dir/?api=1&destination=31%20Woodridge%20Trail%2C%20Lyndhurst%2C%20VA%2022952"
"268","Open Heart Inn","open-heart-inn","Cabins & Cottages","stay","Roseland","Open Heart Inn is an 1840 farmhouse on ten acres offering whole-house or suite rentals, yoga studio, decks, and nature path minutes from Route 151 attractions. A historic property nestled on ten acres, Open Heart Inn offers boutique whole house or individual suite rentals in our 4 bedroom/4 bathroom farmhouse and charming cabin.","","","https://ik.imagekit.io/OE/nelson-county/listings/open-heart-inn-image1_vbafle-Vg","White farmhouse with red roof, surrounded by trees and bushes, gravel driveway.","","https://ik.imagekit.io/OE/nelson-county/listings/open-heart-inn-image2_Nw9TYm2NAw","Yellow bathroom with white vanity, mirror, flowers, leading into bedroom.","","","","","","","9731 Rockfish Valley Highway, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=9731%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920","","","","","","Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=9731%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920"
"269","Hillside Hideaway","hillside-hideaway","Cabins & Cottages","stay","Wintergreen Resort","Hillside Hideaway is a three-bedroom Wintergreen cabin within walking distance of lifts featuring wraparound deck, fire pit, gas grill, and mountain seating areas. A peaceful mountain Wintergreen stay awaits at this 3-bedroom, 2-bath vacation rental.","","","https://ik.imagekit.io/OE/nelson-county/listings/hillside-hideaway-image1_FLMr9ko8O","Wooden cabin with wrap-around deck, nestled amid tall green trees.","","https://ik.imagekit.io/OE/nelson-county/listings/hillside-hideaway-image2__cvRZ2F-5","Modern living room with spiral staircase, large windows, and wooden beams.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Outdoor Seating; Fuel; Lodging; Skiing; Cabins; Pet Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"270","Saddleback Sanctuary","saddleback-sanctuary","Cabins & Cottages","stay","Afton","Saddleback Sanctuary is an architect-designed luxury home overlooking Veritas with indoor pool, three en-suite primary bedrooms, and panoramic Blue Ridge views. The convenience of premium toiletries provided for your pampering.","","","https://ik.imagekit.io/OE/nelson-county/listings/saddleback-sanctuary-image1_SmI98BWB5","Modern white house with black roofs, surrounded by trees and vineyard fields.","","https://ik.imagekit.io/OE/nelson-county/listings/saddleback-sanctuary-image2_O8Hp1u6xe","Bright living room with white sofas, skylights, large windows, and scenic views.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Cabins; Lodging; Pool; Scenic Views; Wine","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"157","Appalachian Horse Adventures","appalachian-horse-adventures","Horseback Riding","experience","Nelson County","Appalachian Horse Adventures in Montebello guides Blue Ridge trail rides and river crossings for ages six and up.","","","https://ik.imagekit.io/OE/nelson-county/listings/appalachian-horse-adventures-image1_B6_FpaVfT","Three people horseback riding near a rustic cabin in the forest.","","","","","","","","","(540) 487-9235","396 Fork Mountain Lane, Montebello, VA 24464","josh","","","https://www.google.com/maps/dir/?api=1&destination=396%20Fork%20Mountain%20Lane%2C%20Montebello%2C%20VA%2024464","","","","","","Scenic Views; Family Friendly; Hiking; Equestrian; Biking; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=396%20Fork%20Mountain%20Lane%2C%20Montebello%2C%20VA%2024464"
"272","Nonny Cottage","nonny-cottage","Cabins & Cottages","stay","Vesuvius","Nonny Cottage is a remote two-bedroom getaway off the Blue Ridge Parkway with full kitchen, washer/dryer, grill, and fire pit for quiet mountain stays.","","","https://ik.imagekit.io/OE/nelson-county/listings/nonny-cottage-image1__YMAk87uO","Single-story house with wooden deck, surrounded by trees and lush greenery.","","https://ik.imagekit.io/OE/nelson-county/listings/nonny-cottage-image2_T1hIUertm","Cozy living room with sofa, lamp, and wooden floor leading to dining area.","","","","","","","Love, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Love%2C%20VA%2022920","","","","","","Full Kitchen; Outdoor Seating; Pet Friendly; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Love%2C%20VA%2022920"
"158","Rebel's Run at Afton Mountain","rebels-run-at-afton-mountain","Horseback Riding","experience","Afton","Experience the thrill of horseback riding at Rebel's Run at Afton Mountain, where you can explore scenic vineyards and breathtaking mountain trails. We offer a variety of riding options, including guided trail rides and personalized lessons tailored to all skill levels. Our engaging summer camps provide a fun and educational environment for children to connect with horses and nature. Join us for an unforgettable adventure in the heart of Virginia's beautiful landscape.","","","https://ik.imagekit.io/OE/nelson-county/listings/rebel-s-run-at-afton-mountain-image1_A6RPb2V4_","Two people horseback riding on forest trail, wearing helmets, smiling back.","","","","","","","","","(703) 623-5243","1020 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","","","","","","Wine; Classes; Hiking; Equestrian; Biking; Farm; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958"
"274","Basecamp 151","basecamp-151","Motels & Inns","stay","Afton","Basecamp 151 is a boutique motel on Route 151 with seven individual suites plus a three-bedroom house, offering memory foam beds, smart TVs, and high-speed Wi-Fi.","","","https://ik.imagekit.io/OE/nelson-county/listings/basecamp-151-image1_ikQA2XFDb","Building with gray siding, bright yellow door, and 'BASECAMP 151' sign.","","https://ik.imagekit.io/OE/nelson-county/listings/basecamp-151-image2_luooTicGU","Modern living room with dark sofa, wooden walls, and geometric rug design.","","","","","","(434) 422-0015","2904 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=2904%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","","","","","","Wi-Fi; Pet Friendly; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=2904%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958"
