id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
218,Creekside,creekside,Cabins & Cottages,stay,Afton,"Escape to Creekside, a serene cabin in Afton, just minutes from the 151 Brew Trail and Wintergreen Resort. Enjoy stunning mountain views from your private hot tub, roast marshmallows at the fire pit, and unwind on the spacious sectional sofa with a 65"" 4K TV. With a fully equipped kitchen and fast Wi-Fi, it's perfect for both relaxation and remote work. Explore the nearby creek for family fun and birdwatching!",,,https://ik.imagekit.io/OE/nelson-county/listings/creekside-image1_aYCukyO2u,"Living room with gray sectional sofa, foosball table, and ceiling fan.",,https://ik.imagekit.io/OE/nelson-county/listings/creekside-image2_OqaqMlT4e,House beside large tree under clear blue sky with scattered clouds.,,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,EV Charging; Wi-Fi; Full Kitchen; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
219,Cottage on Route 151,cottage-on-route-151,Cabins & Cottages,stay,Afton,"Escape to Towler Cottage on Route 151 in Afton, where relaxation meets adventure. This charming one-bedroom retreat features a hot tub, fire pit, and stunning mountain views—perfect for couples. Enjoy nearby wineries, breweries, and scenic trails, all just 25 minutes from Charlottesville. Experience the beauty of the Blue Ridge Parkway and unwind in this serene getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image1_0fxNlKP6n,Two black rocking chairs on porch with white door and welcome mat.,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image2_33SDRIRPn,"Modern living room with gray sofa, green chairs, large windows, and abstract artwork.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging; Beer,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
220,Farmhouse on Route 151,farmhouse-on-route-151,Cabins & Cottages,stay,Afton,"Escape to the charming 1904 farmhouse on Route 151, nestled near wineries, breweries, and hiking trails, just 25 minutes from Wintergreen Resort. Enjoy three cozy bedrooms with high-end memory foam mattresses, fast Wi-Fi, and a relaxing gas fireplace. With 2 acres to explore and a large stone fire pit for evening gatherings, it's the perfect retreat for nature lovers and those seeking tranquility. Pet-friendly and rich in rustic charm, your ideal getaway awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image1_tMNu0xtEQ,"White two-story house with dark shutters, porch, surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image2_fbyPbAxy3,"Cozy living room with wooden walls, fireplace, large windows, and gray sectional sofa.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Wi-Fi; Scenic Views; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
221,The Castor Cabin,the-castor-cabin,Cabins & Cottages,stay,Wintergreen Resort,"The Castor Cabin is a newly renovated, dog-friendly mountain retreat featuring modern amenities and a fire pit. It offers easy access to Nelson County trails, making it perfect for hikers and their furry companions.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-castor-cabin-image1_cqIt5sAan,"Modern grey house with wooden porch among trees, sunlight peeking through.",,https://ik.imagekit.io/OE/nelson-county/listings/the-castor-cabin-image2_4CZruqXbt,"Cozy living room with stone fireplace, large windows, and brown leather sofas.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Cabins; Family Friendly; Pet Friendly; Outdoor Seating; Full Kitchen; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
222,Rocky Run Landing,rocky-run-landing,Cabins & Cottages,stay,Arrington,"Escape to Rocky Run Landing, a cozy cabin nestled along the serene Tye River, just two miles from its confluence with the James River. With 800-900 sq. ft. of comfort, this pet-friendly retreat offers private water access, perfect for fishing or paddling. Experience tranquility and stunning riverside views in Arrington—your peaceful getaway awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/rocky-run-landing-image1_gINRNtOFt,Wooden cabin with chimney in snowy forested area under clear sky.,,https://ik.imagekit.io/OE/nelson-county/listings/rocky-run-landing-image2_7i02_HymO,"Cozy room with wood stove, patterned sofas, and dreamcatcher on wall.",,,,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Cabins; Scenic Views; Pet Friendly; Lodging; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
223,Cottage on the Knoll,cottage-on-the-knoll,Cabins & Cottages,stay,Lovingston,"Nestled in the heart of Nelson County, Cottage on the Knoll offers a charming blend of modern comfort and rustic appeal. This spacious 3-bedroom, 2-bath retreat features a fully stocked kitchen, a cozy recreation room, and a private hot tub. Enjoy outdoor adventures with nearby hiking trails, craft beverage routes, and stunning mountain views. Relax by the fire pit or take a dip in the pool during your stay. Perfectly located just 30 minutes from Charlottesville and Wintergreen Resort, it's an ideal getaway for nature lovers and families alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-knoll-image1_mv6ZTLPw7,House with wooden porch surrounded by lush green trees and grass.,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-knoll-image2_DoS1nsCEV,"Living room with red ceiling, leather sofa, large windows, and wooden floors.",,,,,,,"Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Full Kitchen; Outdoor Seating; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949
224,High Lonesome Cabin,high-lonesome-cabin,Cabins & Cottages,stay,Tyro,"High Lonesome Cabin, nestled in the Virginia Blue Ridge Mountains, offers a serene escape on 20 secluded acres near the Appalachian Trail and Crabtree Falls. Enjoy rustic charm with a cozy woodstove, a wraparound porch, and a spiral staircase leading to a loft. With outdoor adventures at your doorstep and modern comforts inside, it's the perfect retreat for nature lovers and relaxation seekers alike. Pet-friendly and well-equipped, your mountain getaway awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/high-lonesome-cabin-image1_djDBX9367,"Rustic wooden cabin with antlers, surrounded by lush green forest.",,https://ik.imagekit.io/OE/nelson-county/listings/high-lonesome-cabin-image2_DLPUy876p,"Cozy wooden cabin with stone fireplace, TV, and rustic kitchen area.",,,,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
225,The Lewis Catherine House,the-lewis-catherine-house,Cabins & Cottages,stay,Afton,There’s something to do in Afton every season of the year.,,,https://ik.imagekit.io/OE/nelson-county/listings/the-lewis-catherine-house-image1_S3LH8LdUZ,"White farmhouse with porch, surrounded by green grass and yellow flowers.",,https://ik.imagekit.io/OE/nelson-county/listings/the-lewis-catherine-house-image2_TXEGOJTqV,"Long wooden dining table with chandelier, chairs, and bright kitchen in background.",,,,,,,"1470 Afton Mountain Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Full Kitchen; Pet Friendly; Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920
226,Glenbrae,glenbrae,Cabins & Cottages,stay,Afton,"Escape to Glenbrae, a stylish five-bedroom retreat located just off Route 151, one mile from Afton Mountain Vineyards. Enjoy breathtaking mountain views, a fully fenced backyard perfect for pets and kids, and a Peloton-equipped office. With spacious living areas and a cozy fire pit, it's ideal for families, friends, or couples seeking a memorable getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/glenbrae-image1_6naMnjgzL,"Two-story house with porch, green lawn, and gravel driveway under blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/glenbrae-image2_TmxackGj9,"Modern living room with blue sofa, large windows, and monochrome decor.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
227,Elk Mountain Overlook,elk-mountain-overlook,Whole House Rentals,stay,Afton,"Nestled just off the Blue Ridge Parkway, Elk Mountain Overlook offers breathtaking views and a cozy camp-themed interior. This charming chalet features two king bedrooms, a relaxing soaker tub, and a spacious deck ideal for savoring the stunning mountain scenery. With easy access to Charlottesville and nearby vineyards, it's the perfect retreat for adults seeking tranquility in nature. Enjoy high-speed internet and a serene setting surrounded by natural beauty.",,,https://ik.imagekit.io/OE/nelson-county/listings/elk-mountain-overlook-image1_1DrelJ3ot,"House with mountains in background, surrounded by greenery under clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/elk-mountain-overlook-image2_rFVPHxnYR,"Spacious living room with leather sofa, armchair, and modern decor.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Full Kitchen; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
228,Ethan's Den,ethans-den,Whole House Rentals,stay,Wintergreen Resort,"Discover Ethan's Den, a charming whole house retreat nestled in Wintergreen Resort. This beautifully crafted space features a stunning live-edge oak breakfast bar, granite countertops, and cozy leather sofas by the fireplace. Accommodating up to 3 guests, it offers a luxurious queen bed, a twin pull-out sofa, and the comfort of radiant heated floors. Experience a perfect blend of elegance and rustic charm in this inviting getaway!",,,https://ik.imagekit.io/OE/nelson-county/listings/ethan-s-den-image1_HVu8A1W40,"House surrounded by trees, stone stairs lead to entrance, overcast sky.",,https://ik.imagekit.io/OE/nelson-county/listings/ethan-s-den-image2_cmXPqoYQ1,"Two brown leather sofas, black ottoman, fireplace in cozy living room.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Breakfast; Bar; Pet Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
229,The Mountain House INN,the-mountain-house-inn,Whole House Rentals,stay,Montebello,The Mountain House Inn is a remodeled two-story retreat on an 18-acre sunny mountain property offering quiet escapes near Montebello and Crabtree Falls.,,,https://ik.imagekit.io/OE/nelson-county/listings/the-mountain-house-inn-image1_14xY4wm22,"White house with black shutters, front porch, surrounded by trees and bushes.",,https://ik.imagekit.io/OE/nelson-county/listings/the-mountain-house-inn-image2_sFnHTrV_p,"Glass doors with outside view; plaid chair, paintings, lamp, and water bottle inside.",,,,,,,"Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464
230,Sweet Afton,sweet-afton,Cabins & Cottages,stay,Afton,"Sweet Afton is a charming two-bedroom cottage nestled on 1.55 fenced acres in the heart of Afton, offering stunning mountain views. Ideal for wine enthusiasts and outdoor adventurers alike, it's just minutes from Veritas Winery and the Blue Ridge Tunnel Trail. Enjoy modern comforts, a welcoming fire pit, and porches perfect for savoring morning coffee or evening wine. Pet-friendly with high-speed internet, Sweet Afton is your perfect retreat!",,,https://ik.imagekit.io/OE/nelson-county/listings/sweet-afton-image1_m_yOnzFcR,"White house with metal roof, surrounded by green trees and landscaped garden.",,https://ik.imagekit.io/OE/nelson-county/listings/sweet-afton-image2_9785_Norw,"Bright living room with sofa, chairs, TV, plants, wooden floor.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
231,Three Sisters Pre-Civil War Log Cabin,three-sisters-pre-civil-war-log-cabin,Cabins & Cottages,stay,Montebello,"Escape to the enchanting Three Sisters Pre-Civil War Log Cabin, an 1840 gem nestled along Virginia's scenic Blue Ridge Parkway. This historic two-story cabin features a cozy queen loft with skylight views, twin beds, and indulgent amenities like a private sauna and hot tub. Perfect for relaxation, it's a serene retreat where guests often describe their experience as magical.",,,https://ik.imagekit.io/OE/nelson-county/listings/three-sisters-pre-civil-war-log-cabin-image1_nzuSv7NvJ,Log cabin with blooming flowers and lush green surroundings in sunlight.,,https://ik.imagekit.io/OE/nelson-county/listings/three-sisters-pre-civil-war-log-cabin-image2_7KHbMqFRu,Cozy log cabin living room with rustic furniture and wood stove.,,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Lodging; Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
232,Nine Ridges Retreat,nine-ridges-retreat,Whole House Rentals,stay,Montebello,"Escape to Nine Ridges Retreat, a tranquil mountain home nestled on 20 private acres in Montebello. With stunning views of Three Ridges and Chimney Rock, this cozy retreat comfortably sleeps six and is just 2 miles from Crabtree Falls. Enjoy the artistry of local furnishings, peaceful nature sounds, and stargazing with a deluxe telescope. Unwind in this serene setting—your perfect family getaway awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/nine-ridges-retreat-image1_ARsa0BTWa,"Wooden deck with wicker furniture, brick wall, and decorative metal gate.",,https://ik.imagekit.io/OE/nelson-county/listings/nine-ridges-retreat-image2_hw7Y6NpIq,"Spacious living room with leather couch, telescope, large windows, and high ceiling.",,,,,,,"Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464
233,Grace's Place Petite Retreats,graces-place-petite-retreats,Whole House Rentals,stay,Roseland,"Grace's Place Petite Retreats offers four charming tiny homes in Roseland, designed exclusively for registered guests. Enjoy a peaceful getaway with thoughtful amenities and immediate access to scenic hiking trails. Located near the Route 151 corridor, this pet-free property ensures a serene escape into nature.",,,https://ik.imagekit.io/OE/nelson-county/listings/grace-s-place-petite-retreats-image1_fQcv5Afd28,Three tiny white houses on green lawn with trees and mountains.,,https://ik.imagekit.io/OE/nelson-county/listings/grace-s-place-petite-retreats-image2_3X3Me3-iY,"Cozy living room with blue couch, kitchen, and wooden dining table, well-lit space.",,,,,,,"Wintergreen, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%2C%20VA%2022958,,,,,,,,,,,,,,Retail; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%2C%20VA%2022958
